,Churn,tenure,Contract,Monthly,InternetService,SeniorCitizen,Partner,Dependents,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,PaymentMethod,Total,Cuentas_Diarias
251,0,3,Month-to-month,44.6,DSL,0,0,0,No,No,No,No,Electronic check,122.7,1.49
252,1,1,Month-to-month,34.7,DSL,0,0,0,No,No,No,No,Electronic check,34.7,1.16
253,0,36,Month-to-month,93.6,Fiber optic,0,1,0,Yes,No,No,No,Electronic check,3366.05,3.12
254,1,23,Month-to-month,90.6,Fiber optic,0,0,0,No,No,No,Yes,Electronic check,1943.2,3.02
255,0,22,Month-to-month,57.95,DSL,0,1,1,Yes,Yes,No,Yes,Mailed check,1271.8,1.93
256,0,72,Two year,112.1,Fiber optic,0,1,0,Yes,Yes,Yes,Yes,Credit card (automatic),7965.95,3.74
257,1,17,Month-to-month,88.25,Fiber optic,0,1,1,No,No,Yes,No,Electronic check,1460.65,2.94
258,1,3,Month-to-month,85.8,Fiber optic,0,0,0,No,No,No,Yes,Electronic check,272.2,2.86
259,1,58,One year,60.3,DSL,0,1,0,Yes,Yes,Yes,No,Credit card (automatic),3563.8,2.01
260,0,67,Two year,81.35,DSL,0,1,1,Yes,Yes,Yes,No,Credit card (automatic),5398.6,2.71
261,0,34,One year,99.85,Fiber optic,1,0,0,No,Yes,Yes,No,Electronic check,3343.15,3.33
262,0,10,Month-to-month,20.0,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),198.7,0.67
263,0,69,Two year,85.35,DSL,0,0,0,Yes,No,Yes,Yes,Credit card (automatic),5897.4,2.84
264,0,40,One year,62.05,DSL,0,0,0,Yes,Yes,Yes,No,Credit card (automatic),2511.55,2.07
265,0,20,Month-to-month,64.4,DSL,0,0,0,Yes,No,Yes,No,Credit card (automatic),1398.6,2.15
266,0,46,Two year,19.4,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,967.85,0.65
267,1,2,Month-to-month,74.4,Fiber optic,0,1,0,Yes,No,No,No,Electronic check,139.4,2.48
268,1,1,Month-to-month,70.45,Fiber optic,1,1,0,No,No,No,No,Mailed check,70.45,2.35
269,0,72,Two year,105.0,Fiber optic,0,1,0,Yes,No,Yes,No,Credit card (automatic),7589.8,3.5
270,0,70,Two year,25.15,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),1790.15,0.84
271,0,2,Month-to-month,19.3,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,44.4,0.64
272,0,23,Month-to-month,55.3,DSL,0,0,1,No,Yes,No,Yes,Bank transfer (automatic),1284.2,1.84
273,0,36,Month-to-month,95.4,Fiber optic,0,1,0,No,No,No,No,Electronic check,3474.2,3.18
274,1,59,Month-to-month,93.85,Fiber optic,1,1,0,No,No,No,No,Bank transfer (automatic),5574.75,3.13
275,0,67,Two year,20.5,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),1430.95,0.68
276,0,72,Two year,105.55,Fiber optic,0,1,1,Yes,No,Yes,No,Bank transfer (automatic),7542.25,3.52
277,1,37,Month-to-month,101.9,Fiber optic,0,0,0,No,Yes,Yes,No,Bank transfer (automatic),3545.35,3.4
278,0,72,Two year,24.45,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),1709.1,0.82
279,0,72,Two year,19.7,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),1421.9,0.66
280,1,3,Month-to-month,74.4,Fiber optic,0,0,0,No,No,No,No,Electronic check,229.55,2.48
281,1,54,One year,101.5,Fiber optic,1,1,0,No,Yes,No,No,Credit card (automatic),5373.1,3.38
282,1,60,Month-to-month,95.75,Fiber optic,0,1,0,No,Yes,Yes,No,Electronic check,5742.9,3.19
283,0,58,One year,110.65,Fiber optic,0,1,0,Yes,Yes,Yes,No,Credit card (automatic),6526.65,3.69
284,0,31,Month-to-month,83.85,Fiber optic,0,1,0,No,Yes,No,No,Bank transfer (automatic),2674.15,2.8
285,0,3,Month-to-month,60.25,DSL,0,0,0,No,No,No,No,Electronic check,170.5,2.01
286,0,55,Two year,59.2,DSL,0,0,0,Yes,No,Yes,Yes,Electronic check,3175.85,1.97
287,1,1,Month-to-month,44.4,DSL,0,0,0,No,No,No,No,Mailed check,44.4,1.48
288,0,49,Month-to-month,85.3,Fiber optic,0,1,0,No,Yes,No,No,Credit card (automatic),4297.95,2.84
289,1,8,Month-to-month,25.5,DSL,0,0,1,No,No,No,No,Mailed check,215.2,0.85
290,0,39,Month-to-month,99.75,Fiber optic,1,0,0,No,No,Yes,No,Electronic check,4036.0,3.32
291,0,66,Two year,66.1,DSL,0,1,0,Yes,Yes,Yes,No,Credit card (automatic),4428.45,2.2
292,0,15,One year,20.55,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,295.95,0.68
293,0,51,One year,98.85,Fiber optic,0,1,0,No,No,Yes,No,Electronic check,4947.55,3.3
294,0,9,Month-to-month,49.2,DSL,1,0,0,No,No,No,Yes,Mailed check,447.9,1.64
295,1,1,Month-to-month,20.9,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,20.9,0.7
296,0,25,One year,19.5,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),516.3,0.65
297,0,22,Month-to-month,87.0,Fiber optic,0,1,0,No,No,Yes,No,Bank transfer (automatic),1850.65,2.9
298,0,15,Month-to-month,49.0,DSL,0,0,0,No,No,No,No,Electronic check,749.25,1.63
299,1,28,One year,90.1,Fiber optic,0,1,1,No,No,No,No,Bank transfer (automatic),2598.95,3.0
300,0,3,Month-to-month,90.7,Fiber optic,0,0,0,No,No,No,No,Mailed check,237.65,3.02
301,0,47,Month-to-month,100.5,Fiber optic,0,1,0,No,No,Yes,No,Electronic check,4707.1,3.35
302,0,67,Two year,85.25,DSL,0,0,0,Yes,No,Yes,Yes,Mailed check,5714.2,2.84
303,0,18,Month-to-month,74.7,Fiber optic,1,0,0,No,Yes,No,No,Electronic check,1294.6,2.49
304,0,62,Two year,60.15,DSL,0,1,0,No,Yes,Yes,Yes,Credit card (automatic),3753.2,2.0
305,0,41,One year,80.55,DSL,0,0,0,No,Yes,Yes,No,Electronic check,3263.9,2.68
306,0,44,Month-to-month,50.15,DSL,0,0,0,No,No,No,No,Mailed check,2139.1,1.67
307,0,53,One year,94.45,Fiber optic,0,0,0,No,Yes,Yes,Yes,Credit card (automatic),5042.75,3.15
308,0,48,Two year,20.05,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Mailed check,1036.0,0.67
309,0,54,One year,115.6,Fiber optic,1,1,0,Yes,Yes,Yes,Yes,Bank transfer (automatic),6431.05,3.85
310,1,48,Month-to-month,45.3,DSL,0,1,0,Yes,No,Yes,No,Bank transfer (automatic),2145.0,1.51
311,0,24,Month-to-month,99.65,Fiber optic,0,0,0,No,Yes,No,No,Bank transfer (automatic),2404.85,3.32
313,0,33,Two year,80.6,Fiber optic,0,0,0,No,Yes,No,Yes,Bank transfer (automatic),2651.1,2.69
314,0,66,Two year,85.25,DSL,0,1,0,Yes,Yes,No,Yes,Electronic check,5538.35,2.84
315,0,3,Month-to-month,69.55,Fiber optic,0,1,1,No,No,No,No,Electronic check,200.2,2.32
316,0,13,Two year,35.4,DSL,0,0,0,No,No,Yes,Yes,Mailed check,450.4,1.18
317,0,63,Two year,83.5,DSL,0,1,1,Yes,Yes,Yes,No,Credit card (automatic),5435.0,2.78
318,1,23,Month-to-month,83.8,Fiber optic,0,1,1,No,Yes,Yes,Yes,Electronic check,1900.25,2.79
319,0,52,Two year,25.6,No,0,0,1,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),1334.5,0.85
320,0,3,Month-to-month,20.75,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),67.1,0.69
321,0,10,Month-to-month,56.75,DSL,0,0,0,No,No,No,No,Bank transfer (automatic),503.25,1.89
322,0,72,Two year,20.1,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),1460.85,0.67
323,0,29,Month-to-month,98.8,Fiber optic,0,0,0,No,No,Yes,Yes,Credit card (automatic),2807.1,3.29
324,0,62,One year,104.85,Fiber optic,1,1,0,Yes,No,Yes,No,Electronic check,6312.9,3.49
325,1,41,One year,73.0,DSL,0,1,0,No,No,Yes,No,Electronic check,3001.2,2.43
326,1,43,Month-to-month,77.85,Fiber optic,0,0,0,No,Yes,No,No,Electronic check,3365.85,2.6
327,0,26,Two year,105.45,Fiber optic,0,0,1,No,Yes,Yes,Yes,Electronic check,2715.3,3.52
328,0,19,Month-to-month,96.8,Fiber optic,0,1,0,No,No,Yes,No,Electronic check,1743.05,3.23
329,0,72,Two year,24.25,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),1784.5,0.81
330,0,45,One year,102.15,Fiber optic,1,0,0,No,No,Yes,No,Bank transfer (automatic),4735.35,3.4
331,0,32,One year,64.85,DSL,0,0,0,No,No,No,No,Bank transfer (automatic),2010.95,2.16
332,0,41,Month-to-month,25.25,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),996.45,0.84
333,0,65,Two year,24.75,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),1715.1,0.82
334,1,55,Month-to-month,96.75,Fiber optic,0,1,0,Yes,Yes,No,No,Electronic check,5238.9,3.22
335,0,11,Two year,19.65,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,225.75,0.65
336,0,49,Two year,74.45,DSL,0,0,0,No,No,Yes,Yes,Bank transfer (automatic),3721.9,2.48
337,0,61,Month-to-month,99.4,Fiber optic,0,1,0,Yes,No,Yes,Yes,Bank transfer (automatic),5943.65,3.31
338,0,25,Month-to-month,19.15,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,477.6,0.64
339,1,1,Month-to-month,69.5,Fiber optic,0,0,0,No,No,No,No,Electronic check,69.5,2.32
340,0,23,One year,49.45,DSL,0,0,1,No,No,No,Yes,Electronic check,1119.35,1.65
341,0,21,Month-to-month,73.7,Fiber optic,0,0,0,No,No,No,No,Electronic check,1558.7,2.46
342,1,1,Month-to-month,79.7,Fiber optic,0,0,0,No,No,No,No,Electronic check,79.7,2.66
343,1,5,Month-to-month,79.9,Fiber optic,1,1,0,No,No,Yes,No,Bank transfer (automatic),343.95,2.66
344,0,24,One year,74.4,DSL,0,1,0,Yes,No,No,Yes,Bank transfer (automatic),1712.9,2.48
345,1,27,Month-to-month,88.3,Fiber optic,1,0,0,No,No,Yes,No,Credit card (automatic),2467.75,2.94
346,0,70,Two year,19.8,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),1397.65,0.66
347,1,5,Month-to-month,75.55,Fiber optic,1,0,0,No,No,Yes,No,Credit card (automatic),349.65,2.52
348,0,46,Two year,20.2,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,917.45,0.67
349,0,2,Month-to-month,71.65,Fiber optic,0,1,1,No,No,No,No,Electronic check,135.75,2.39
350,0,57,Two year,20.1,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),1087.7,0.67
352,1,1,Month-to-month,71.1,Fiber optic,0,0,0,No,No,No,No,Mailed check,71.1,2.37
353,0,60,One year,100.5,Fiber optic,1,1,0,No,No,Yes,No,Credit card (automatic),6029.0,3.35
354,0,37,Two year,62.8,DSL,0,1,1,Yes,No,Yes,Yes,Credit card (automatic),2278.75,2.09
355,1,1,Month-to-month,70.45,Fiber optic,0,0,1,No,No,No,No,Mailed check,70.45,2.35
356,0,28,One year,100.35,Fiber optic,0,1,1,No,Yes,Yes,No,Bank transfer (automatic),2799.0,3.34
357,0,24,Month-to-month,20.3,No,1,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,459.95,0.68
358,0,62,One year,92.05,Fiber optic,0,0,0,Yes,Yes,Yes,No,Electronic check,5755.8,3.07
359,1,18,One year,20.15,No,0,0,1,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),390.85,0.67
360,1,5,Month-to-month,54.2,DSL,0,0,0,Yes,No,No,Yes,Electronic check,308.25,1.81
361,0,20,Month-to-month,20.35,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,442.6,0.68
362,1,1,Month-to-month,70.75,Fiber optic,0,0,0,No,No,No,No,Mailed check,70.75,2.36
363,1,35,One year,102.35,Fiber optic,0,0,0,No,Yes,Yes,No,Bank transfer (automatic),3626.1,3.41
364,0,52,Month-to-month,50.5,DSL,1,0,0,No,Yes,Yes,Yes,Electronic check,2566.3,1.68
365,1,30,Month-to-month,85.0,Fiber optic,0,1,0,No,No,No,No,Electronic check,2624.25,2.83
366,0,72,Two year,42.1,DSL,0,1,0,Yes,Yes,Yes,No,Bank transfer (automatic),2962.0,1.4
367,1,15,Month-to-month,75.65,Fiber optic,1,0,0,No,No,No,No,Electronic check,1146.65,2.52
369,0,70,Two year,114.6,Fiber optic,0,0,1,Yes,Yes,Yes,Yes,Electronic check,7882.5,3.82
370,0,66,Two year,65.7,DSL,0,0,1,Yes,Yes,No,Yes,Bank transfer (automatic),4378.9,2.19
371,0,55,Month-to-month,74.0,Fiber optic,1,1,0,No,No,No,No,Electronic check,4052.4,2.47
372,1,55,Month-to-month,85.45,Fiber optic,1,1,0,No,Yes,Yes,No,Electronic check,4874.7,2.85
373,0,57,One year,71.1,DSL,1,1,0,No,Yes,Yes,No,Credit card (automatic),4140.1,2.37
375,0,72,Two year,109.55,Fiber optic,0,1,0,Yes,Yes,Yes,No,Electronic check,8165.1,3.65
376,0,28,Month-to-month,20.5,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Mailed check,563.05,0.68
377,0,54,Two year,74.55,DSL,0,1,0,Yes,Yes,No,No,Bank transfer (automatic),4191.45,2.48
378,0,24,Month-to-month,79.85,Fiber optic,1,1,1,Yes,No,No,No,Electronic check,1857.75,2.66
379,0,2,Month-to-month,62.15,DSL,0,1,0,Yes,No,No,No,Mailed check,113.1,2.07
381,0,12,Month-to-month,21.05,No,0,0,1,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),235.8,0.7
383,0,51,One year,79.6,Fiber optic,1,0,0,No,Yes,No,No,Bank transfer (automatic),3974.7,2.65
384,0,13,Month-to-month,73.35,DSL,0,0,0,No,Yes,No,Yes,Mailed check,931.55,2.44
385,0,58,Two year,70.1,DSL,0,0,0,No,Yes,Yes,Yes,Bank transfer (automatic),4048.95,2.34
386,0,18,One year,54.4,DSL,0,1,1,No,No,Yes,Yes,Credit card (automatic),957.1,1.81
387,0,29,Two year,19.55,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Mailed check,521.8,0.65
388,0,72,Two year,74.55,DSL,0,1,1,Yes,Yes,No,Yes,Mailed check,5430.65,2.48
389,0,71,Two year,23.9,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),1626.4,0.8
390,0,70,Two year,44.6,DSL,0,0,0,Yes,Yes,Yes,Yes,Bank transfer (automatic),3058.15,1.49
391,1,9,Month-to-month,95.5,Fiber optic,0,0,0,No,No,No,No,Electronic check,829.1,3.18
392,0,20,Month-to-month,95.5,Fiber optic,0,1,1,No,No,Yes,Yes,Bank transfer (automatic),1916.2,3.18
393,1,69,One year,78.6,DSL,0,0,0,Yes,Yes,Yes,Yes,Credit card (automatic),5356.45,2.62
394,0,63,One year,104.5,Fiber optic,0,0,0,Yes,Yes,Yes,Yes,Credit card (automatic),6590.8,3.48
396,0,7,Month-to-month,61.4,DSL,0,0,0,Yes,Yes,Yes,No,Electronic check,438.9,2.05
397,0,69,Two year,43.95,DSL,0,1,1,Yes,No,Yes,No,Credit card (automatic),2960.1,1.46
398,1,5,Month-to-month,25.9,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),135.0,0.86
399,0,9,Month-to-month,80.55,Fiber optic,0,0,0,No,Yes,Yes,No,Electronic check,653.9,2.68
400,0,46,Two year,99.65,Fiber optic,0,1,1,Yes,No,Yes,Yes,Mailed check,4630.2,3.32
401,0,60,One year,97.95,Fiber optic,1,1,0,No,Yes,Yes,No,Electronic check,5867.0,3.26
402,1,27,Month-to-month,95.55,Fiber optic,1,1,0,No,Yes,Yes,No,Electronic check,2510.2,3.18
403,0,16,Month-to-month,90.7,Fiber optic,0,1,0,Yes,Yes,Yes,No,Electronic check,1374.9,3.02
404,1,22,Month-to-month,83.3,Fiber optic,0,1,1,No,Yes,No,No,Electronic check,1845.9,2.78
405,0,41,One year,101.6,Fiber optic,0,1,1,Yes,Yes,Yes,No,Bank transfer (automatic),3930.55,3.39
406,0,4,Month-to-month,72.75,Fiber optic,1,0,0,No,Yes,No,No,Electronic check,317.75,2.42
407,0,24,Month-to-month,88.95,Fiber optic,0,0,0,No,No,Yes,No,Credit card (automatic),2072.75,2.97
408,0,38,Two year,20.3,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,743.05,0.68
409,0,25,Month-to-month,78.35,DSL,0,0,0,Yes,Yes,Yes,Yes,Bank transfer (automatic),1837.9,2.61
410,0,40,Month-to-month,80.0,Fiber optic,0,1,0,No,Yes,Yes,No,Electronic check,3168.75,2.67
411,1,8,Month-to-month,49.85,DSL,0,0,0,Yes,No,No,No,Electronic check,365.55,1.66
412,0,13,Month-to-month,19.85,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,252.0,0.66
413,0,64,Month-to-month,91.8,Fiber optic,0,1,1,Yes,Yes,Yes,No,Electronic check,5960.5,3.06
414,1,62,Month-to-month,100.15,Fiber optic,0,1,1,No,Yes,Yes,No,Electronic check,6283.3,3.34
415,0,20,Month-to-month,69.8,Fiber optic,0,1,0,No,No,No,No,Bank transfer (automatic),1540.35,2.33
416,1,14,Month-to-month,46.35,DSL,0,1,0,No,No,No,No,Electronic check,667.7,1.55
417,0,57,Two year,69.75,DSL,0,0,0,No,Yes,Yes,Yes,Mailed check,3894.4,2.33
418,0,12,Month-to-month,69.85,DSL,0,0,1,Yes,No,No,No,Mailed check,837.5,2.33
419,0,59,Two year,25.45,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,1534.05,0.85
420,0,59,Two year,75.95,DSL,0,1,1,No,Yes,No,Yes,Credit card (automatic),4542.35,2.53
421,1,53,Two year,19.75,No,0,0,1,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),1052.35,0.66
422,0,45,One year,78.75,DSL,0,1,1,No,Yes,Yes,No,Credit card (automatic),3600.65,2.62
423,0,50,Two year,19.8,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Electronic check,1013.2,0.66
424,1,20,Month-to-month,89.0,Fiber optic,0,1,0,No,No,No,No,Mailed check,1820.45,2.97
425,1,1,Month-to-month,25.25,DSL,1,0,0,No,No,No,No,Electronic check,25.25,0.84
426,0,70,Two year,19.2,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,1401.4,0.64
427,1,1,Month-to-month,25.05,DSL,1,1,0,No,No,No,No,Electronic check,25.05,0.84
428,1,64,Two year,47.85,DSL,0,1,0,Yes,No,Yes,Yes,Electronic check,3147.5,1.6
429,1,49,Month-to-month,75.2,Fiber optic,0,0,1,No,No,No,No,Credit card (automatic),3678.3,2.51
430,1,28,Month-to-month,74.9,Fiber optic,0,0,1,Yes,No,No,No,Bank transfer (automatic),2068.55,2.5
431,0,72,Two year,111.9,Fiber optic,0,1,0,Yes,No,Yes,Yes,Credit card (automatic),8071.05,3.73
432,0,13,Month-to-month,81.9,Fiber optic,0,0,0,No,No,No,No,Mailed check,1028.9,2.73
433,0,4,Month-to-month,18.85,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,84.2,0.63
434,0,53,Two year,18.7,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,1005.7,0.62
435,0,63,Month-to-month,81.55,Fiber optic,0,1,0,No,Yes,No,No,Bank transfer (automatic),5029.05,2.72
436,0,10,Two year,29.6,DSL,0,0,0,No,No,No,Yes,Mailed check,299.05,0.99
437,0,56,One year,19.95,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),1126.75,0.66
438,1,10,Month-to-month,45.55,DSL,0,0,0,No,No,No,No,Electronic check,402.6,1.52
440,0,65,One year,93.55,Fiber optic,0,0,0,Yes,No,No,Yes,Electronic check,6069.25,3.12
441,0,1,Month-to-month,48.45,DSL,0,0,0,Yes,No,No,No,Bank transfer (automatic),48.45,1.62
442,1,21,Month-to-month,41.9,DSL,1,0,0,Yes,No,No,No,Electronic check,840.1,1.4
443,0,29,Two year,20.2,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,558.8,0.67
444,0,72,Two year,24.15,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),1776.45,0.8
445,1,22,One year,67.5,DSL,0,1,1,Yes,No,Yes,Yes,Bank transfer (automatic),1544.05,2.25
446,1,23,Month-to-month,90.05,Fiber optic,0,0,0,Yes,No,No,No,Bank transfer (automatic),2169.8,3.0
447,0,40,One year,70.75,DSL,0,1,0,No,Yes,No,Yes,Credit card (automatic),2921.75,2.36
448,1,2,Month-to-month,76.5,Fiber optic,0,0,0,No,No,No,No,Electronic check,162.45,2.55
449,1,13,Month-to-month,84.05,Fiber optic,0,1,1,Yes,No,No,No,Electronic check,1095.3,2.8
450,1,16,Month-to-month,95.6,Fiber optic,0,0,0,No,Yes,Yes,No,Credit card (automatic),1555.65,3.19
452,1,67,Month-to-month,102.95,Fiber optic,0,0,0,Yes,Yes,Yes,No,Credit card (automatic),6886.25,3.43
453,0,72,Two year,21.0,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),1493.75,0.7
454,0,3,Month-to-month,82.3,Fiber optic,0,0,0,Yes,No,No,Yes,Mailed check,214.4,2.74
455,1,47,Month-to-month,80.35,Fiber optic,1,1,0,Yes,No,No,No,Electronic check,3825.85,2.68
456,0,4,Month-to-month,70.65,Fiber optic,1,0,0,No,No,No,No,Electronic check,293.85,2.36
457,0,18,Month-to-month,73.55,Fiber optic,1,0,0,No,Yes,No,No,Electronic check,1359.45,2.45
458,1,21,Month-to-month,104.4,Fiber optic,0,1,1,No,Yes,Yes,No,Electronic check,2157.95,3.48
459,0,62,One year,70.75,DSL,0,1,1,Yes,No,Yes,Yes,Bank transfer (automatic),4263.45,2.36
460,1,7,Month-to-month,98.05,Fiber optic,0,0,0,No,No,Yes,No,Bank transfer (automatic),713.0,3.27
461,0,29,Month-to-month,48.95,DSL,0,0,0,No,No,Yes,No,Bank transfer (automatic),1323.7,1.63
462,0,48,One year,60.6,DSL,0,1,0,Yes,No,No,Yes,Bank transfer (automatic),2985.25,2.02
463,0,53,One year,78.75,DSL,0,1,1,No,No,Yes,Yes,Mailed check,3942.45,2.62
464,0,6,One year,19.0,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),105.5,0.63
465,0,22,One year,56.25,DSL,0,1,0,Yes,No,No,Yes,Credit card (automatic),1292.2,1.88
466,1,1,Month-to-month,25.8,DSL,1,0,0,No,No,No,No,Mailed check,25.8,0.86
467,0,72,Two year,99.4,Fiber optic,0,1,0,No,Yes,No,No,Electronic check,7285.7,3.31
468,0,34,Month-to-month,85.2,Fiber optic,1,1,0,No,No,Yes,No,Credit card (automatic),2874.45,2.84
469,0,48,One year,69.55,DSL,0,1,0,No,No,Yes,Yes,Mailed check,3435.6,2.32
470,0,21,Month-to-month,28.5,DSL,0,1,0,Yes,No,No,No,Electronic check,629.35,0.95
